Date,City_name,Views
2022-09-26,Addis Ababa,0
2022-09-27,Addis Ababa,0
2022-09-28,Addis Ababa,12
2022-09-29,Addis Ababa,10
2022-09-30,Addis Ababa,0
2022-10-01,Addis Ababa,0
2022-10-02,Addis Ababa,0
2022-10-03,Addis Ababa,0
2022-10-04,Addis Ababa,0
2022-10-05,Addis Ababa,0
2022-10-06,Addis Ababa,0
2022-10-07,Addis Ababa,0
2022-10-08,Addis Ababa,0
2022-10-09,Addis Ababa,0
2022-10-10,Addis Ababa,0
2022-10-11,Addis Ababa,11
2022-10-12,Addis Ababa,0
2022-10-13,Addis Ababa,0
2022-10-14,Addis Ababa,0
2022-10-15,Addis Ababa,0
2022-10-16,Addis Ababa,0
2022-10-17,Addis Ababa,0
2022-10-18,Addis Ababa,0
2022-10-19,Addis Ababa,0
2022-10-20,Addis Ababa,0
2022-10-21,Addis Ababa,0
2022-10-22,Addis Ababa,0
2022-10-23,Addis Ababa,0
2022-10-24,Addis Ababa,0
2022-10-25,Addis Ababa,14
2022-10-26,Addis Ababa,12
2022-10-27,Addis Ababa,11
2022-10-28,Addis Ababa,10
2022-10-29,Addis Ababa,0
2022-10-30,Addis Ababa,0
2022-10-31,Addis Ababa,0
2022-11-01,Addis Ababa,11
2022-11-02,Addis Ababa,0
2022-11-03,Addis Ababa,0
2022-11-04,Addis Ababa,0
2022-11-05,Addis Ababa,0
2022-11-06,Addis Ababa,0
2022-11-07,Addis Ababa,10
2022-11-08,Addis Ababa,0
2022-11-09,Addis Ababa,0
2022-11-10,Addis Ababa,0
2022-11-11,Addis Ababa,0
2022-11-12,Addis Ababa,0
2022-11-13,Addis Ababa,0
2022-11-14,Addis Ababa,0
2022-11-15,Addis Ababa,0
2022-11-16,Addis Ababa,0
2022-11-17,Addis Ababa,0
2022-11-18,Addis Ababa,0
2022-11-19,Addis Ababa,0
2022-11-20,Addis Ababa,0
2022-11-21,Addis Ababa,0
2022-11-22,Addis Ababa,0
2022-11-23,Addis Ababa,0
2022-11-24,Addis Ababa,0
2022-11-25,Addis Ababa,0
2022-11-26,Addis Ababa,0
2022-11-27,Addis Ababa,0
2022-11-28,Addis Ababa,11
2022-11-29,Addis Ababa,0
2022-11-30,Addis Ababa,0
2022-12-01,Addis Ababa,0
2022-12-02,Addis Ababa,0
2022-12-03,Addis Ababa,0
2022-12-04,Addis Ababa,0
2022-12-05,Addis Ababa,0
2022-12-06,Addis Ababa,0
2022-12-07,Addis Ababa,0
2022-12-08,Addis Ababa,0
2022-12-09,Addis Ababa,0
2022-12-10,Addis Ababa,0
2022-12-11,Addis Ababa,0
2022-12-12,Addis Ababa,0
2022-12-13,Addis Ababa,0
2022-12-14,Addis Ababa,0
2022-12-15,Addis Ababa,0
2022-12-16,Addis Ababa,0
2022-12-17,Addis Ababa,0
2022-12-18,Addis Ababa,0
2022-12-19,Addis Ababa,0
2022-12-20,Addis Ababa,0
2022-12-21,Addis Ababa,0
2022-12-22,Addis Ababa,0
2022-12-23,Addis Ababa,0
2022-12-24,Addis Ababa,0
2022-12-25,Addis Ababa,0
2022-12-26,Addis Ababa,0
2022-12-27,Addis Ababa,0
2022-12-28,Addis Ababa,0
2022-12-29,Addis Ababa,0
2022-12-30,Addis Ababa,0
2022-12-31,Addis Ababa,0
2023-01-01,Addis Ababa,0
2023-01-02,Addis Ababa,0
2023-01-03,Addis Ababa,0
2023-01-04,Addis Ababa,0
2023-01-05,Addis Ababa,0
2023-01-06,Addis Ababa,0
2023-01-07,Addis Ababa,0
2023-01-08,Addis Ababa,0
2023-01-09,Addis Ababa,0
2023-01-10,Addis Ababa,0
2023-01-11,Addis Ababa,0
2023-01-12,Addis Ababa,0
2023-01-13,Addis Ababa,0
2023-01-14,Addis Ababa,0
2023-01-15,Addis Ababa,0
2023-01-16,Addis Ababa,0
2023-01-17,Addis Ababa,0
2023-01-18,Addis Ababa,0
2023-01-19,Addis Ababa,0
2023-01-20,Addis Ababa,0
2023-01-21,Addis Ababa,0
2023-01-22,Addis Ababa,0
2023-01-23,Addis Ababa,0
2023-01-24,Addis Ababa,0
2023-01-25,Addis Ababa,10
2023-01-26,Addis Ababa,0
2023-01-27,Addis Ababa,0
2023-01-28,Addis Ababa,0
2023-01-29,Addis Ababa,0
2023-01-30,Addis Ababa,0
2023-01-31,Addis Ababa,0
2023-02-01,Addis Ababa,0
2023-02-02,Addis Ababa,0
2023-02-03,Addis Ababa,0
2023-02-04,Addis Ababa,0
2023-02-05,Addis Ababa,0
2023-02-06,Addis Ababa,0
2023-02-07,Addis Ababa,0
2023-02-08,Addis Ababa,0
2023-02-09,Addis Ababa,0
2023-02-10,Addis Ababa,0
2023-02-11,Addis Ababa,0
2023-02-12,Addis Ababa,0
2023-02-13,Addis Ababa,0
2023-02-14,Addis Ababa,0
2023-02-15,Addis Ababa,0
2023-02-16,Addis Ababa,0
2023-02-17,Addis Ababa,0
2023-02-18,Addis Ababa,0
2023-02-19,Addis Ababa,0
2023-02-20,Addis Ababa,0
2023-02-21,Addis Ababa,0
2023-02-22,Addis Ababa,0
2023-02-23,Addis Ababa,0
2023-02-24,Addis Ababa,0
2023-02-25,Addis Ababa,0
2023-02-26,Addis Ababa,0
2023-02-27,Addis Ababa,0
2023-02-28,Addis Ababa,0
2023-03-01,Addis Ababa,0
2023-03-02,Addis Ababa,0
2023-03-03,Addis Ababa,0
2023-03-04,Addis Ababa,0
2023-03-05,Addis Ababa,0
2023-03-06,Addis Ababa,0
2023-03-07,Addis Ababa,0
2023-03-08,Addis Ababa,0
2023-03-09,Addis Ababa,0
2023-03-10,Addis Ababa,0
2023-03-11,Addis Ababa,0
2023-03-12,Addis Ababa,0
2023-03-13,Addis Ababa,0
2023-03-14,Addis Ababa,0
2023-03-15,Addis Ababa,0
2023-03-16,Addis Ababa,0
2023-03-17,Addis Ababa,0
2023-03-18,Addis Ababa,0
2023-03-19,Addis Ababa,0
2023-03-20,Addis Ababa,0
2023-03-21,Addis Ababa,0
2023-03-22,Addis Ababa,0
2023-03-23,Addis Ababa,0
2023-03-24,Addis Ababa,0
2023-03-25,Addis Ababa,0
2023-03-26,Addis Ababa,0
2023-03-27,Addis Ababa,0
2023-03-28,Addis Ababa,0
2023-03-29,Addis Ababa,0
2023-03-30,Addis Ababa,0
2023-03-31,Addis Ababa,0
2023-04-01,Addis Ababa,0
2023-04-02,Addis Ababa,0
2023-04-03,Addis Ababa,0
2023-04-04,Addis Ababa,0
2023-04-05,Addis Ababa,0
2023-04-06,Addis Ababa,0
2023-04-07,Addis Ababa,0
2023-04-08,Addis Ababa,0
2023-04-09,Addis Ababa,0
2023-04-10,Addis Ababa,0
2023-04-11,Addis Ababa,0
2023-04-12,Addis Ababa,0
2023-04-13,Addis Ababa,0
2023-04-14,Addis Ababa,0
2023-04-15,Addis Ababa,0
2023-04-16,Addis Ababa,0
2023-04-17,Addis Ababa,0
2023-04-18,Addis Ababa,0
2023-04-19,Addis Ababa,0
2023-04-20,Addis Ababa,0
2023-04-21,Addis Ababa,0
2023-04-22,Addis Ababa,0
2023-04-23,Addis Ababa,0
2023-04-24,Addis Ababa,0
2023-04-25,Addis Ababa,0
2023-04-26,Addis Ababa,0
2023-04-27,Addis Ababa,0
2023-04-28,Addis Ababa,0
2023-04-29,Addis Ababa,0
2023-04-30,Addis Ababa,0
2023-05-01,Addis Ababa,0
2023-05-02,Addis Ababa,0
2023-05-03,Addis Ababa,0
2023-05-04,Addis Ababa,0
2023-05-05,Addis Ababa,0
2023-05-06,Addis Ababa,0
2023-05-07,Addis Ababa,0
2023-05-08,Addis Ababa,0
2023-05-09,Addis Ababa,0
2023-05-10,Addis Ababa,0
2023-05-11,Addis Ababa,0
2023-05-12,Addis Ababa,0
2023-05-13,Addis Ababa,0
2023-05-14,Addis Ababa,0
2023-05-15,Addis Ababa,0
2023-05-16,Addis Ababa,0
2023-05-17,Addis Ababa,0
2023-05-18,Addis Ababa,0
2023-05-19,Addis Ababa,0
2023-05-20,Addis Ababa,0
2023-05-21,Addis Ababa,0
2023-05-22,Addis Ababa,0
2023-05-23,Addis Ababa,0
2023-05-24,Addis Ababa,0
2023-05-25,Addis Ababa,0
2023-05-26,Addis Ababa,0
2023-05-27,Addis Ababa,0
2023-05-28,Addis Ababa,0
2023-05-29,Addis Ababa,0
2023-05-30,Addis Ababa,0
2023-05-31,Addis Ababa,0
2023-06-01,Addis Ababa,0
2023-06-02,Addis Ababa,0
2023-06-03,Addis Ababa,0
2023-06-04,Addis Ababa,0
2023-06-05,Addis Ababa,0
2023-06-06,Addis Ababa,0
2023-06-07,Addis Ababa,0
2023-06-08,Addis Ababa,0
2023-06-09,Addis Ababa,0
2023-06-10,Addis Ababa,0
2023-06-11,Addis Ababa,0
2023-06-12,Addis Ababa,0
2023-06-13,Addis Ababa,0
2023-06-14,Addis Ababa,0
2023-06-15,Addis Ababa,0
2023-06-16,Addis Ababa,0
2023-06-17,Addis Ababa,0
2023-06-18,Addis Ababa,0
2023-06-19,Addis Ababa,0
2023-06-20,Addis Ababa,0
2023-06-21,Addis Ababa,0
2023-06-22,Addis Ababa,0
2023-06-23,Addis Ababa,0
2023-06-24,Addis Ababa,0
2023-06-25,Addis Ababa,0
2023-06-26,Addis Ababa,0
2023-06-27,Addis Ababa,0
2023-06-28,Addis Ababa,0
2023-06-29,Addis Ababa,0
2023-06-30,Addis Ababa,0
2023-07-01,Addis Ababa,0
2023-07-02,Addis Ababa,0
2023-07-03,Addis Ababa,0
2023-07-04,Addis Ababa,0
2023-07-05,Addis Ababa,0
2023-07-06,Addis Ababa,0
2023-07-07,Addis Ababa,0
2023-07-08,Addis Ababa,0
2023-07-09,Addis Ababa,0
2023-07-10,Addis Ababa,0
2023-07-11,Addis Ababa,0
2023-07-12,Addis Ababa,0
2023-07-13,Addis Ababa,0
2023-07-14,Addis Ababa,0
2023-07-15,Addis Ababa,0
2023-07-16,Addis Ababa,0
2023-07-17,Addis Ababa,0
2023-07-18,Addis Ababa,0
2023-07-19,Addis Ababa,0
2023-07-20,Addis Ababa,0
2023-07-21,Addis Ababa,0
2023-07-22,Addis Ababa,0
2023-07-23,Addis Ababa,0
2023-07-24,Addis Ababa,0
2023-07-25,Addis Ababa,0
2023-07-26,Addis Ababa,0
2023-07-27,Addis Ababa,0
2023-07-28,Addis Ababa,0
2023-07-29,Addis Ababa,0
2023-07-30,Addis Ababa,0
2023-07-31,Addis Ababa,0
2023-08-01,Addis Ababa,0
2023-08-02,Addis Ababa,0
2023-08-03,Addis Ababa,0
2023-08-04,Addis Ababa,0
2023-08-05,Addis Ababa,0
2023-08-06,Addis Ababa,0
2023-08-07,Addis Ababa,0
2023-08-08,Addis Ababa,0
2023-08-09,Addis Ababa,0
2023-08-10,Addis Ababa,0
2023-08-11,Addis Ababa,0
2023-08-12,Addis Ababa,0
2023-08-13,Addis Ababa,0
2023-08-14,Addis Ababa,0
2023-08-15,Addis Ababa,0
2023-08-16,Addis Ababa,0
2023-08-17,Addis Ababa,0
2023-08-18,Addis Ababa,0
2023-08-19,Addis Ababa,0
2023-08-20,Addis Ababa,0
2023-08-21,Addis Ababa,0
2023-08-22,Addis Ababa,0
2023-08-23,Addis Ababa,0
2023-08-24,Addis Ababa,0
2023-08-25,Addis Ababa,0
2023-08-26,Addis Ababa,0
2023-08-27,Addis Ababa,0
2023-08-28,Addis Ababa,0
2023-08-29,Addis Ababa,0
2023-08-30,Addis Ababa,0
2023-08-31,Addis Ababa,0
2023-09-01,Addis Ababa,0
2023-09-02,Addis Ababa,0
2023-09-03,Addis Ababa,0
2023-09-04,Addis Ababa,0
2023-09-05,Addis Ababa,0
2023-09-06,Addis Ababa,0
2023-09-07,Addis Ababa,0
2023-09-08,Addis Ababa,0
2023-09-09,Addis Ababa,0
2023-09-10,Addis Ababa,0
2023-09-11,Addis Ababa,0
2023-09-12,Addis Ababa,0
2023-09-13,Addis Ababa,0
2023-09-14,Addis Ababa,0
2023-09-15,Addis Ababa,0
2023-09-16,Addis Ababa,0
2023-09-17,Addis Ababa,0
2023-09-18,Addis Ababa,0
2023-09-19,Addis Ababa,0
2023-09-20,Addis Ababa,0
2023-09-21,Addis Ababa,0
2023-09-22,Addis Ababa,0
2023-09-23,Addis Ababa,0
2023-09-24,Addis Ababa,0
2023-09-25,Addis Ababa,0
2023-09-26,Addis Ababa,0
2023-09-27,Addis Ababa,0
2023-09-28,Addis Ababa,0
2023-09-29,Addis Ababa,0
2023-09-30,Addis Ababa,0
2023-10-01,Addis Ababa,0
2023-10-02,Addis Ababa,0
2023-10-03,Addis Ababa,0
2023-10-04,Addis Ababa,0
2023-10-05,Addis Ababa,0
2023-10-06,Addis Ababa,0
2023-10-07,Addis Ababa,0
2023-10-08,Addis Ababa,0
2023-10-09,Addis Ababa,0
2023-10-10,Addis Ababa,0
2023-10-11,Addis Ababa,0
2023-10-12,Addis Ababa,0
2023-10-13,Addis Ababa,0
2023-10-14,Addis Ababa,0
2023-10-15,Addis Ababa,0
2023-10-16,Addis Ababa,0
2023-10-17,Addis Ababa,0
2023-10-18,Addis Ababa,0
2023-10-19,Addis Ababa,0
2023-10-20,Addis Ababa,0
2023-10-21,Addis Ababa,0
2023-10-22,Addis Ababa,0
2023-10-23,Addis Ababa,0
2023-10-24,Addis Ababa,0
2023-10-25,Addis Ababa,0
2023-10-26,Addis Ababa,0
2023-10-27,Addis Ababa,0
2023-10-28,Addis Ababa,0
2023-10-29,Addis Ababa,0
2023-10-30,Addis Ababa,0
2023-10-31,Addis Ababa,0
2023-11-01,Addis Ababa,0
2023-11-02,Addis Ababa,0
2023-11-03,Addis Ababa,0
2023-11-04,Addis Ababa,0
2023-11-05,Addis Ababa,0
2023-11-06,Addis Ababa,0
2023-11-07,Addis Ababa,0
2023-11-08,Addis Ababa,0
2023-11-09,Addis Ababa,0
2023-11-10,Addis Ababa,0
2023-11-11,Addis Ababa,0
2023-11-12,Addis Ababa,0
2023-11-13,Addis Ababa,0
2023-11-14,Addis Ababa,0
2023-11-15,Addis Ababa,0
2023-11-16,Addis Ababa,0
2023-11-17,Addis Ababa,0
2023-11-18,Addis Ababa,0
2023-11-19,Addis Ababa,0
2023-11-20,Addis Ababa,0
2023-11-21,Addis Ababa,0
2023-11-22,Addis Ababa,0
2023-11-23,Addis Ababa,0
2023-11-24,Addis Ababa,0
2023-11-25,Addis Ababa,0
2023-11-26,Addis Ababa,0
2023-11-27,Addis Ababa,180
2023-11-28,Addis Ababa,174
2023-11-29,Addis Ababa,77
2023-11-30,Addis Ababa,44
2023-12-01,Addis Ababa,11
2023-12-02,Addis Ababa,0
2023-12-03,Addis Ababa,0
2023-12-04,Addis Ababa,0
2023-12-05,Addis Ababa,0
2023-12-06,Addis Ababa,0
2023-12-07,Addis Ababa,0
2023-12-08,Addis Ababa,0
2023-12-09,Addis Ababa,0
2023-12-10,Addis Ababa,0
2023-12-11,Addis Ababa,68
2023-12-12,Addis Ababa,33
2023-12-13,Addis Ababa,26
2023-12-14,Addis Ababa,0
2023-12-15,Addis Ababa,0
2023-12-16,Addis Ababa,0
2023-12-17,Addis Ababa,0
2023-12-18,Addis Ababa,0
2023-12-19,Addis Ababa,11
2023-12-20,Addis Ababa,0
2023-12-21,Addis Ababa,14
2023-12-22,Addis Ababa,0
2023-12-23,Addis Ababa,0
2023-12-24,Addis Ababa,0
2023-12-25,Addis Ababa,0
2023-12-26,Addis Ababa,15
2023-12-27,Addis Ababa,0
2023-12-28,Addis Ababa,0
2020-06-28,Khartoum,0
2020-06-29,Khartoum,0
2020-06-30,Khartoum,0
2020-07-01,Khartoum,0
2020-07-02,Khartoum,0
2020-07-03,Khartoum,0
2020-07-04,Khartoum,0
2020-07-05,Khartoum,0
2020-07-06,Khartoum,0
2020-07-07,Khartoum,0
2020-07-08,Khartoum,0
2020-07-09,Khartoum,0
2020-07-10,Khartoum,0
2020-07-11,Khartoum,0
2020-07-12,Khartoum,0
2020-07-13,Khartoum,0
2020-07-14,Khartoum,0
2020-07-15,Khartoum,0
2020-07-16,Khartoum,0
2020-07-17,Khartoum,0
2020-07-18,Khartoum,0
2020-07-19,Khartoum,0
2020-07-20,Khartoum,0
2020-07-21,Khartoum,0
2020-07-22,Khartoum,0
2020-07-23,Khartoum,0
2020-07-24,Khartoum,0
2020-07-25,Khartoum,0
2020-07-26,Khartoum,0
2020-07-27,Khartoum,0
2020-07-28,Khartoum,0
2020-07-29,Khartoum,0
2020-07-30,Khartoum,0
2020-07-31,Khartoum,0
2020-08-01,Khartoum,0
2020-08-02,Khartoum,0
2020-08-03,Khartoum,0
2020-08-04,Khartoum,0
2020-08-05,Khartoum,0
2020-08-06,Khartoum,0
2020-08-07,Khartoum,0
2020-08-08,Khartoum,0
2020-08-09,Khartoum,0
2020-08-10,Khartoum,0
2020-08-11,Khartoum,0
2020-08-12,Khartoum,0
2020-08-13,Khartoum,0
2020-08-14,Khartoum,0
2020-08-15,Khartoum,0
2020-08-16,Khartoum,0
2020-08-17,Khartoum,0
2020-08-18,Khartoum,0
2020-08-19,Khartoum,0
2020-08-20,Khartoum,0
2020-08-21,Khartoum,0
2020-08-22,Khartoum,0
2020-08-23,Khartoum,0
2020-08-24,Khartoum,0
2020-08-25,Khartoum,0
2020-08-26,Khartoum,0
2020-08-27,Khartoum,0
2020-08-28,Khartoum,0
2020-08-29,Khartoum,0
2020-08-30,Khartoum,0
2020-08-31,Khartoum,0
2020-09-01,Khartoum,0
2020-09-02,Khartoum,0
2020-09-03,Khartoum,0
2020-09-04,Khartoum,0
2020-09-05,Khartoum,0
2020-09-06,Khartoum,0
2020-09-07,Khartoum,0
2020-09-08,Khartoum,0
2020-09-09,Khartoum,0
2020-09-10,Khartoum,0
2020-09-11,Khartoum,0
2020-09-12,Khartoum,0
2020-09-13,Khartoum,0
2020-09-14,Khartoum,0
2020-09-15,Khartoum,0
2020-09-16,Khartoum,0
2020-09-17,Khartoum,0
2020-09-18,Khartoum,0
2020-09-19,Khartoum,0
2020-09-20,Khartoum,0
2020-09-21,Khartoum,0
2020-09-22,Khartoum,0
2020-09-23,Khartoum,0
2020-09-24,Khartoum,0
2020-09-25,Khartoum,0
2020-09-26,Khartoum,0
2020-09-27,Khartoum,0
2020-09-28,Khartoum,0
2020-09-29,Khartoum,0
2020-09-30,Khartoum,0
2020-10-01,Khartoum,0
2020-10-02,Khartoum,0
2020-10-03,Khartoum,0
2020-10-04,Khartoum,0
2020-10-05,Khartoum,0
2020-10-06,Khartoum,0
2020-10-07,Khartoum,0
2020-10-08,Khartoum,0
2020-10-09,Khartoum,0
2020-10-10,Khartoum,0
2020-10-11,Khartoum,0
2020-10-12,Khartoum,0
2020-10-13,Khartoum,0
2020-10-14,Khartoum,0
2020-10-15,Khartoum,0
2020-10-16,Khartoum,0
2020-10-17,Khartoum,0
2020-10-18,Khartoum,0
2020-10-19,Khartoum,0
2020-10-20,Khartoum,0
2020-10-21,Khartoum,0
2020-10-22,Khartoum,0
2020-10-23,Khartoum,0
2020-10-24,Khartoum,0
2020-10-25,Khartoum,0
2020-10-26,Khartoum,0
2020-10-27,Khartoum,0
2020-10-28,Khartoum,0
2020-10-29,Khartoum,0
2020-10-30,Khartoum,0
2020-10-31,Khartoum,0
2020-11-01,Khartoum,0
2020-11-02,Khartoum,0
2020-11-03,Khartoum,0
2020-11-04,Khartoum,0
2020-11-05,Khartoum,0
2020-11-06,Khartoum,0
2020-11-07,Khartoum,0
2020-11-08,Khartoum,0
2020-11-09,Khartoum,0
2020-11-10,Khartoum,0
2020-11-11,Khartoum,0
2020-11-12,Khartoum,0
2020-11-13,Khartoum,0
2020-11-14,Khartoum,0
2020-11-15,Khartoum,0
2020-11-16,Khartoum,0
2020-11-17,Khartoum,0
2020-11-18,Khartoum,0
2020-11-19,Khartoum,0
2020-11-20,Khartoum,0
2020-11-21,Khartoum,0
2020-11-22,Khartoum,0
2020-11-23,Khartoum,0
2020-11-24,Khartoum,0
2020-11-25,Khartoum,0
2020-11-26,Khartoum,0
2020-11-27,Khartoum,0
2020-11-28,Khartoum,0
2020-11-29,Khartoum,0
2020-11-30,Khartoum,0
2020-12-01,Khartoum,0
2020-12-02,Khartoum,0
2020-12-03,Khartoum,0
2020-12-04,Khartoum,0
2020-12-05,Khartoum,0
2020-12-06,Khartoum,0
2020-12-07,Khartoum,0
2020-12-08,Khartoum,0
2020-12-09,Khartoum,0
2020-12-10,Khartoum,0
2020-12-11,Khartoum,0
2020-12-12,Khartoum,0
2020-12-13,Khartoum,0
2020-12-14,Khartoum,0
2020-12-15,Khartoum,0
2020-12-16,Khartoum,0
2020-12-17,Khartoum,0
2020-12-18,Khartoum,0
2020-12-19,Khartoum,0
2020-12-20,Khartoum,0
2020-12-21,Khartoum,0
2020-12-22,Khartoum,0
2020-12-23,Khartoum,0
2020-12-24,Khartoum,0
2020-12-25,Khartoum,0
2020-12-26,Khartoum,0
2020-12-27,Khartoum,0
2020-12-28,Khartoum,0
2020-12-29,Khartoum,0
2020-12-30,Khartoum,0
2020-12-31,Khartoum,0
2021-01-01,Khartoum,0
2021-01-02,Khartoum,0
2021-01-03,Khartoum,0
2021-01-04,Khartoum,0
2021-01-05,Khartoum,0
2021-01-06,Khartoum,0
2021-01-07,Khartoum,0
2021-01-08,Khartoum,0
2021-01-09,Khartoum,0
2021-01-10,Khartoum,0
2021-01-11,Khartoum,0
2021-01-12,Khartoum,0
2021-01-13,Khartoum,0
2021-01-14,Khartoum,0
2021-01-15,Khartoum,0
2021-01-16,Khartoum,0
2021-01-17,Khartoum,0
2021-01-18,Khartoum,0
2021-01-19,Khartoum,0
2021-01-20,Khartoum,0
2021-01-21,Khartoum,0
2021-01-22,Khartoum,0
2021-01-23,Khartoum,0
2021-01-24,Khartoum,0
2021-01-25,Khartoum,0
2021-01-26,Khartoum,0
2021-01-27,Khartoum,0
2021-01-28,Khartoum,0
2021-01-29,Khartoum,0
2021-01-30,Khartoum,0
2021-01-31,Khartoum,0
2021-02-01,Khartoum,0
2021-02-02,Khartoum,0
2021-02-03,Khartoum,0
2021-02-04,Khartoum,0
2021-02-05,Khartoum,0
2021-02-06,Khartoum,0
2021-02-07,Khartoum,0
2021-02-08,Khartoum,0
2021-02-09,Khartoum,0
2021-02-10,Khartoum,0
2021-02-11,Khartoum,0
2021-02-12,Khartoum,0
2021-02-13,Khartoum,0
2021-02-14,Khartoum,0
2021-02-15,Khartoum,0
2021-02-16,Khartoum,0
2021-02-17,Khartoum,0
2021-02-18,Khartoum,0
2021-02-19,Khartoum,0
2021-02-20,Khartoum,0
2021-02-21,Khartoum,0
2021-02-22,Khartoum,0
2021-02-23,Khartoum,0
2021-02-24,Khartoum,0
2021-02-25,Khartoum,0
2021-02-26,Khartoum,0
2021-02-27,Khartoum,0
2021-02-28,Khartoum,0
2021-03-01,Khartoum,0
2021-03-02,Khartoum,0
2021-03-03,Khartoum,0
2021-03-04,Khartoum,0
2021-03-05,Khartoum,0
2021-03-06,Khartoum,0
2021-03-07,Khartoum,0
2021-03-08,Khartoum,0
2021-03-09,Khartoum,0
2021-03-10,Khartoum,0
2021-03-11,Khartoum,0
2021-03-12,Khartoum,0
2021-03-13,Khartoum,0
2021-03-14,Khartoum,0
2021-03-15,Khartoum,0
2021-03-16,Khartoum,0
2021-03-17,Khartoum,0
2021-03-18,Khartoum,0
2021-03-19,Khartoum,0
2021-03-20,Khartoum,0
2021-03-21,Khartoum,0
2021-03-22,Khartoum,0
2021-03-23,Khartoum,0
2021-03-24,Khartoum,0
2021-03-25,Khartoum,0
2021-03-26,Khartoum,0
2021-03-27,Khartoum,0
2021-03-28,Khartoum,0
2021-03-29,Khartoum,0
2021-03-30,Khartoum,0
2021-03-31,Khartoum,0
2021-04-01,Khartoum,0
2021-04-02,Khartoum,0
2021-04-03,Khartoum,0
2021-04-04,Khartoum,0
2021-04-05,Khartoum,0
2021-04-06,Khartoum,0
2021-04-07,Khartoum,0
2021-04-08,Khartoum,0
2021-04-09,Khartoum,0
2021-04-10,Khartoum,0
2021-04-11,Khartoum,0
2021-04-12,Khartoum,0
2021-04-13,Khartoum,0
2021-04-14,Khartoum,0
2021-04-15,Khartoum,0
2021-04-16,Khartoum,0
2021-04-17,Khartoum,0
2021-04-18,Khartoum,0
2021-04-19,Khartoum,0
2021-04-20,Khartoum,0
2021-04-21,Khartoum,0
2021-04-22,Khartoum,0
2021-04-23,Khartoum,0
2021-04-24,Khartoum,0
2021-04-25,Khartoum,0
2021-04-26,Khartoum,0
2021-04-27,Khartoum,0
2021-04-28,Khartoum,0
2021-04-29,Khartoum,0
2021-04-30,Khartoum,0
2021-05-01,Khartoum,0
2021-05-02,Khartoum,0
2021-05-03,Khartoum,0
2021-05-04,Khartoum,0
2021-05-05,Khartoum,0
2021-05-06,Khartoum,0
2021-05-07,Khartoum,0
2021-05-08,Khartoum,0
2021-05-09,Khartoum,0
2021-05-10,Khartoum,0
2021-05-11,Khartoum,0
2021-05-12,Khartoum,0
2021-05-13,Khartoum,0
2021-05-14,Khartoum,0
2021-05-15,Khartoum,0
2021-05-16,Khartoum,0
2021-05-17,Khartoum,0
2021-05-18,Khartoum,0
2021-05-19,Khartoum,0
2021-05-20,Khartoum,0
2021-05-21,Khartoum,0
2021-05-22,Khartoum,0
2021-05-23,Khartoum,0
2021-05-24,Khartoum,0
2021-05-25,Khartoum,0
2021-05-26,Khartoum,0
2021-05-27,Khartoum,0
2021-05-28,Khartoum,0
2021-05-29,Khartoum,0
2021-05-30,Khartoum,0
2021-05-31,Khartoum,0
2021-06-01,Khartoum,0
2021-06-02,Khartoum,0
2021-06-03,Khartoum,0
2021-06-04,Khartoum,0
2021-06-05,Khartoum,0
2021-06-06,Khartoum,0
2021-06-07,Khartoum,0
2021-06-08,Khartoum,0
2021-06-09,Khartoum,0
2021-06-10,Khartoum,0
2021-06-11,Khartoum,0
2021-06-12,Khartoum,0
2021-06-13,Khartoum,0
2021-06-14,Khartoum,0
2021-06-15,Khartoum,0
2021-06-16,Khartoum,0
2021-06-17,Khartoum,0
2021-06-18,Khartoum,0
2021-06-19,Khartoum,0
2021-06-20,Khartoum,0
2021-06-21,Khartoum,0
2021-06-22,Khartoum,0
2021-06-23,Khartoum,0
2021-06-24,Khartoum,0
2021-06-25,Khartoum,0
2021-06-26,Khartoum,0
2021-06-27,Khartoum,0
2021-06-28,Khartoum,0
2021-06-29,Khartoum,0
2021-06-30,Khartoum,0
2021-07-01,Khartoum,0
2021-07-02,Khartoum,0
2021-07-03,Khartoum,0
2021-07-04,Khartoum,0
2021-07-05,Khartoum,0
2021-07-06,Khartoum,0
2021-07-07,Khartoum,0
2021-07-08,Khartoum,0
2021-07-09,Khartoum,0
2021-07-10,Khartoum,0
2021-07-11,Khartoum,0
2021-07-12,Khartoum,0
2021-07-13,Khartoum,0
2021-07-14,Khartoum,0
2021-07-15,Khartoum,0
2021-07-16,Khartoum,0
2021-07-17,Khartoum,0
2021-07-18,Khartoum,0
2021-07-19,Khartoum,0
2021-07-20,Khartoum,0
2021-07-21,Khartoum,0
2021-07-22,Khartoum,0
2021-07-23,Khartoum,0
2021-07-24,Khartoum,0
2021-07-25,Khartoum,0
2021-07-26,Khartoum,0
2021-07-27,Khartoum,0
2021-07-28,Khartoum,0
2021-07-29,Khartoum,0
2021-07-30,Khartoum,0
2021-07-31,Khartoum,0
2021-08-01,Khartoum,0
2021-08-02,Khartoum,0
2021-08-03,Khartoum,0
2021-08-04,Khartoum,0
2021-08-05,Khartoum,0
2021-08-06,Khartoum,0
2021-08-07,Khartoum,0
2021-08-08,Khartoum,0
2021-08-09,Khartoum,0
2021-08-10,Khartoum,0
2021-08-11,Khartoum,0
2021-08-12,Khartoum,0
2021-08-13,Khartoum,0
